@relation 'classificacao_imagem-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute vetor_caracteristica_0 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_46 numeric
@attribute vetor_caracteristica_58 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc40 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc47 numeric
@attribute histogram_acc57 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
27194,16142,10634,6922,247,0,646,4209,339,16,2,369,7944,769,1086,1333,53,517,416307,103339,41,2,27,107,0,424251,Vitex-agnus-castus
12108,12325,2608,1732,685,6,669,2004,841,10,1,696,6683,8675,955,17,13,156,452023,57564,144,0,13,58,0,458706,Vitex-agnus-castus
20749,27245,5313,2036,947,0,798,2763,865,18,0,813,7015,42058,1611,36,10,544,463615,38158,1006,2,32,114,0,470630,Vitex-agnus-castus
17879,18620,3236,1952,701,4,892,2228,698,12,0,652,6231,13526,1935,23,51,285,379323,51755,35,51,7,28,0,385554,Vitex-agnus-castus
14866,15256,3613,1115,874,29,928,1649,628,4,0,780,5707,12152,1681,0,6,60,433926,69970,13,41,7,68,0,439633,Vitex-agnus-castus
9404,8645,2204,1704,506,5,541,2150,543,44,0,746,6707,3983,496,20,7,248,457681,53625,735,0,19,48,0,464388,Vitex-agnus-castus
1316,10005,10387,1522,841,14,1154,2240,973,52,4,1082,5622,31308,8311,39,31,694,468808,2261,554,175,34,149,0,474430,Vitex-agnus-castus
12137,14871,4539,1929,1046,0,990,2564,1146,38,0,1267,7436,22706,497,12,0,252,364435,51789,783,0,22,121,0,371871,Vitex-agnus-castus
31607,24609,4405,4438,581,2,665,3759,673,36,1,520,7764,8540,103,645,12,567,454341,88057,25,0,11,79,0,462105,Vitex-agnus-castus
12872,13966,3334,1786,686,6,814,2240,638,8,1,627,6170,10201,832,9,23,303,379043,42859,248,15,16,52,0,385213,Vitex-agnus-castus
19562,23504,4527,1391,1005,175,1010,1846,719,7,0,684,6147,38980,1599,2,41,76,425525,46269,53,381,1,52,0,431672,Vitex-agnus-castus
21681,22809,3681,1867,728,0,775,2223,561,33,0,735,6940,21746,675,8,2,94,469542,68224,1499,0,27,135,0,476482,Vitex-agnus-castus
20942,9362,9047,7526,204,0,667,4842,345,15,10,323,8842,260,1059,1489,61,747,449239,122277,91,0,49,181,0,458081,Vitex-agnus-castus
18477,18522,4254,2140,915,9,1009,2731,802,14,3,931,6946,8955,1280,78,43,923,466134,79782,203,7,23,87,0,473080,Vitex-agnus-castus
23547,27879,4042,1690,860,0,928,2195,828,22,0,904,6873,36890,1358,24,10,276,432482,55355,725,0,18,98,0,439355,Vitex-agnus-castus
28526,15260,14609,7656,234,0,789,5890,432,79,24,397,8699,795,2237,1157,26,1684,463057,86997,52,0,123,279,0,471756,Vitex-agnus-castus
6310,8002,2736,1432,734,0,697,1781,646,0,0,587,5825,6721,661,6,4,32,349269,49466,0,4,2,62,0,355094,Vitex-agnus-castus
0,41,15075,9807,10282,0,2636,2551,612,114,0,1134,5787,0,32382,4705,167,285,375377,0,0,9,0,1,0,381164,Vitex-agnus-castus
29535,18266,12405,6485,273,0,710,4513,507,24,2,437,7305,1066,1445,1159,181,1053,380452,95365,21,0,26,150,0,387757,Vitex-agnus-castus
7335,8667,2955,1912,739,0,789,1762,594,5,0,528,5584,4475,546,34,39,143,377407,41239,0,86,46,129,0,382991,Vitex-agnus-castus
7299,9811,3353,1377,630,0,567,1574,656,14,0,655,5760,17455,987,15,1,43,377304,17930,78,0,3,65,0,383064,Vitex-agnus-castus
19426,24391,4081,1676,1107,0,1076,2653,1018,0,1,859,6896,36142,969,5,90,377,430566,51071,0,428,8,133,0,437462,Vitex-agnus-castus
8764,9544,2395,1711,649,0,674,2055,591,9,1,667,6072,5391,1218,35,13,229,445497,44650,2,26,16,70,0,451569,Vitex-agnus-castus
15566,16001,3032,1824,790,0,614,2097,770,26,1,742,6554,11535,613,13,8,357,433202,53032,487,0,45,119,0,439756,Vitex-agnus-castus
6218,7249,2408,1680,707,0,656,1733,593,8,0,606,6049,3773,781,27,4,66,356551,48979,4,0,14,44,0,362600,Vitex-agnus-castus
18559,17570,2954,1891,695,0,741,2443,736,3,0,869,6981,8992,1849,4,2,90,493651,84996,98,0,24,90,0,500632,Vitex-agnus-castus
22622,26497,4423,1766,918,0,918,2766,971,18,1,898,6746,30624,1413,12,13,430,477896,60169,843,3,15,99,0,484642,Vitex-agnus-castus
16078,20009,3978,1714,757,0,744,2119,780,16,0,743,6266,33746,1197,22,16,449,446043,41925,769,1,15,107,0,452309,Vitex-agnus-castus
15354,18688,4562,3254,1181,0,833,2530,1023,17,1,1005,6831,21387,1517,99,15,474,405292,57140,198,1,21,87,0,412123,Vitex-agnus-castus
495,32701,37279,1817,600,211,1745,1496,467,119,0,1064,5458,22912,48658,44,806,6,350380,501,0,53,0,2,0,355838,Acer-campestre
3964,31622,28181,3378,445,22,1038,1939,495,228,0,1012,5626,33337,34356,238,9,163,350108,5170,555,0,0,2,0,355734,Acer-campestre
25,449,9012,3631,3782,20,1584,862,258,101,0,758,4762,114,55903,1132,399,20,416169,32,4,12,0,0,2,420931,Acer-campestre
13792,12283,2572,1357,398,14,529,1575,364,80,1,535,4913,9033,226,79,0,152,286040,62932,1442,0,20,57,0,290953,Acer-campestre
10206,15383,1987,851,326,28,298,973,324,48,9,390,5293,93318,205,0,0,22,293221,17808,1284,0,18,28,0,298514,Acer-campestre
1923,31699,29731,2127,519,89,1067,1836,405,209,0,1070,5334,40561,35825,97,7,75,343166,2472,538,0,0,2,0,348500,Acer-campestre
21778,22901,3179,1123,398,227,690,1406,353,42,7,571,5080,28129,1213,75,0,174,325759,64718,491,14,13,37,0,330839,Acer-campestre
10765,9083,1836,1276,365,6,531,1891,407,68,5,722,4900,4295,134,126,0,538,305270,96580,1313,0,17,82,0,310170,Acer-campestre
22954,21984,10363,2716,203,417,815,2113,364,160,0,709,5464,6939,4495,141,6,579,341251,120146,133,0,0,16,0,346715,Acer-campestre
6624,26255,21350,1595,358,11,1733,967,211,44,0,934,4824,15497,23919,80,488,4,275383,9097,0,298,0,0,1,280207,Acer-campestre
18167,18499,4305,1215,150,772,665,1555,171,180,4,666,4919,15239,2077,88,28,282,364101,55515,267,157,24,84,9,369020,Acer-monspessulanum
7148,12362,3711,964,319,565,486,1100,377,160,8,383,4666,44436,1638,17,16,87,361346,12413,168,82,12,23,22,366012,Acer-monspessulanum
12614,15894,4748,925,186,327,1447,1764,276,386,16,1335,4862,14178,1857,14,207,705,344892,36992,13,602,20,27,41,349754,Acer-monspessulanum
99,2781,6245,3896,2260,0,1286,774,158,41,0,846,4538,3603,22002,3307,267,23,441237,104,0,169,0,0,38,445775,Acer-monspessulanum
8594,13647,2670,737,309,413,872,1169,343,108,0,475,4716,44174,874,46,10,57,367846,16959,389,134,11,53,15,372562,Acer-monspessulanum
7572,10760,2825,770,289,636,817,1044,436,79,2,645,4710,37040,694,11,5,80,371020,17980,4,102,10,42,6,375730,Acer-monspessulanum
5312,14430,7578,734,463,593,1768,1760,486,335,1,1431,5508,82617,7174,17,145,416,449369,9113,5,777,7,45,12,454877,Acer-monspessulanum
16969,20214,3498,1178,278,466,1788,2277,426,273,1,1463,5111,33126,1035,350,238,1335,381662,41568,44,835,30,183,55,386773,Acer-monspessulanum
21091,24371,3495,913,514,437,955,1501,559,199,4,772,5094,29927,930,51,42,394,430126,49052,2,106,3,79,8,435220,Acer-monspessulanum
14286,16948,4699,1786,359,259,526,1830,336,107,7,452,4886,15540,2110,446,12,789,403321,50205,1904,143,124,153,1,408207,Acer-monspessulanum
11313,13064,3154,927,324,16,1327,1347,403,19,1,1063,4689,14453,938,78,100,462,340726,39445,0,1069,12,46,1,345415,Acer-monspessulanum
13454,15844,2267,1008,336,570,923,1087,279,59,0,402,4685,23496,802,117,5,32,353839,30447,2,127,1,96,6,358524,Acer-monspessulanum
9274,12061,2672,804,326,351,899,948,346,39,0,607,4633,26381,834,54,4,62,361788,24643,83,416,6,56,6,366421,Acer-monspessulanum
6859,4589,1603,869,330,0,525,1270,350,28,4,752,6003,735,427,0,3,123,451365,82127,31,0,1,13,0,457368,Acer-negundo
5664,12976,5484,835,606,5,709,1185,626,19,0,791,6240,103848,1563,2,0,50,397573,7879,153,2,11,61,0,403813,Acer-negundo
3493,10483,5420,741,419,0,540,1009,386,17,5,588,5291,99861,1408,0,0,17,317989,4256,242,0,14,32,0,323280,Acer-negundo
23564,21011,2920,1259,519,0,571,1525,588,9,1,695,6220,8957,584,19,0,134,351508,78565,57,0,3,23,0,357728,Acer-negundo
16078,21476,3188,836,347,0,608,1064,361,21,6,734,5286,54622,672,2,1,142,339311,33580,93,0,2,7,0,344597,Acer-negundo
863,27597,28199,767,629,4,818,1206,568,4,0,1063,6132,42765,32208,0,2,88,427094,978,80,5,11,50,0,433226,Acer-negundo
15872,20319,3480,896,473,0,798,1104,492,26,0,886,6353,34443,572,4,1,25,393299,26855,50,34,7,17,0,399652,Acer-negundo
16211,22433,3875,1084,429,0,519,1317,508,15,0,637,6120,80432,869,2,0,30,398732,29938,106,0,14,66,0,404852,Acer-negundo
26152,19012,6800,4869,2380,0,2161,3896,1275,37,3,1521,8671,1882,243,0,0,46,346164,42376,54,10,5,17,0,354835,Albizia-julibrissin
38739,43245,39324,3974,1004,209,4044,4948,650,431,40,3419,8929,17031,13803,95,132,787,308020,57270,3105,235,48,55,8,316949,Albizia-julibrissin
17990,28837,15660,3491,2055,0,2868,3323,1102,26,3,2150,8754,9727,1479,6,7,86,321147,22912,12,22,8,8,0,329901,Albizia-julibrissin
24198,27590,12127,3779,2583,0,2969,3481,1302,33,3,2101,8827,6848,698,3,10,46,282997,32290,27,7,13,28,0,291824,Albizia-julibrissin
31824,42285,42207,4745,1079,274,4022,5363,662,398,23,3809,9845,14757,17164,72,60,645,262895,40217,1479,144,36,36,0,272740,Albizia-julibrissin
29128,43717,22066,5446,3359,17,3308,3587,1351,24,1,1797,7930,20528,3945,10,71,74,225525,39936,44,102,4,18,0,233455,Albizia-julibrissin
11994,33888,46588,3707,2712,13,4852,3087,938,34,2,2565,6924,11323,24345,21,168,176,237967,12998,41,45,11,13,0,244891,Albizia-julibrissin
39853,42194,14279,3127,1493,0,1761,2501,929,8,7,1589,7187,10683,1547,8,2,106,231128,73229,1,26,18,16,0,238315,Albizia-julibrissin
41775,42827,13331,5528,2221,3,2384,4224,1403,16,7,1956,10144,9981,979,13,30,98,209647,88381,3,131,28,31,0,219791,Albizia-julibrissin
1,7,12255,28461,14124,44,6809,2092,611,3,0,817,4447,0,11822,63718,6680,1559,255191,1,5,4,1,95,2,259638,Alnus-cordata
604,1973,13822,19382,9610,6,7738,3301,729,1,0,897,4478,1715,35767,21881,9092,2413,253440,1676,1,3,11,262,0,257918,Alnus-cordata
2,0,7214,3548,26053,27,17474,1582,1109,52,0,1793,4327,0,6330,566,36046,651,185542,2,7,100,8,127,24,189869,Alnus-cordata
34,20,12100,23192,14349,6,5751,1799,798,9,0,1010,4215,0,20081,20951,2735,2344,265378,41,21,0,88,471,23,269593,Alnus-cordata
148,1399,15110,28818,19693,18,10602,2566,682,23,0,997,4550,830,29737,43559,13489,2184,183510,182,0,0,13,338,0,188060,Alnus-cordata
1479,8269,31036,20842,2737,0,2106,2146,679,17,1,732,4700,5577,107661,22017,1053,3129,225454,4414,79,0,13,495,55,230154,Alnus-cordata
3106,11702,25370,13915,3168,0,1768,2222,756,13,0,606,4701,5188,61799,18891,1101,1733,284200,10762,95,7,99,1637,16,288901,Alnus-cordata
2011,9084,29075,17125,1549,0,1513,2064,550,33,0,474,4417,3145,61992,17188,726,1905,242018,3684,78,0,131,629,0,246435,Alnus-cordata
6941,13598,4639,1318,1114,115,934,1128,466,50,0,584,4182,113999,2710,232,8,143,212226,10231,289,10,9,18,11,216408,Arbutus-unedo
27360,24408,7500,3901,567,6,556,1441,219,34,0,436,4404,20525,3307,403,27,287,235534,96951,886,1,32,53,0,239938,Arbutus-unedo
12091,13182,5916,2267,431,1,493,1773,307,14,0,406,4106,7046,4789,388,35,671,210556,100518,254,0,58,169,0,214662,Arbutus-unedo
12708,19315,6314,1183,692,114,709,1253,402,42,2,611,3975,51313,6647,63,9,181,205241,42040,138,6,17,59,0,209216,Arbutus-unedo
1873,9332,8722,1880,1011,60,1492,1511,88,280,26,507,4001,76127,13883,362,247,285,181106,2498,1261,55,13,77,2,185107,Arbutus-unedo
24007,35809,4307,10623,1836,0,1131,1169,449,3,1,420,4069,9393,147,943,944,40,171743,27463,0,2,6,40,0,175812,Arbutus-unedo
1467,11178,11124,766,837,304,1082,1176,497,99,5,810,4233,95901,26147,41,31,55,233213,1952,62,28,12,16,12,237446,Arbutus-unedo
2501,6598,5137,1189,1139,251,775,1190,452,52,0,468,3842,83453,6213,205,28,180,204458,5012,0,51,6,102,6,208300,Arbutus-unedo
71,22697,26240,1220,705,0,1234,663,227,3,0,918,3910,27329,51536,410,837,0,166729,73,0,78,0,0,0,170639,Arbutus-unedo
19,11861,10641,624,729,62,1332,1003,308,82,31,679,4511,113521,7116,16,81,91,250753,19,979,39,11,12,1,255264,Arbutus-unedo
8108,15369,8301,1709,547,145,451,1491,449,45,4,447,4105,33100,12063,151,7,455,250721,63966,330,10,17,71,0,254826,Arbutus-unedo
10945,17608,4691,783,929,201,817,1023,353,29,0,458,4097,98944,2698,28,3,241,214852,21051,65,19,11,95,3,218949,Arbutus-unedo
23052,23389,4092,2083,602,80,431,1012,295,45,7,259,4009,22333,1465,345,40,48,230056,73651,70,26,12,43,2,234065,Arbutus-unedo
726,4456,3962,556,765,190,799,677,289,35,6,504,3875,108344,2008,16,13,29,189490,967,157,5,2,8,4,193365,Arbutus-unedo
18212,22844,3750,1569,1136,47,1158,1139,389,26,0,558,4092,56279,2762,222,215,89,270777,38166,0,17,3,16,0,274869,Arbutus-unedo
65,4384,13434,7570,3618,0,1938,1004,214,53,0,890,4229,1001,23578,3024,661,122,443511,65,0,0,0,0,6,447740,Betula-pendula
16557,2607,26813,30426,1454,64,10981,5289,164,575,0,1987,4744,0,428,674,76,5,252465,16703,531,6,0,0,215,257209,Betula-pendula
11889,995,25394,32053,714,40,14915,6771,84,988,0,2853,5227,0,432,1741,167,34,266597,11971,805,2,0,0,177,271824,Betula-pendula
18366,2082,21327,31162,734,33,7343,4190,56,533,0,1536,4774,0,294,1325,95,28,285722,18671,385,2,0,0,163,290496,Betula-pendula
15081,1508,22352,29290,671,83,9144,5037,52,607,2,1583,4658,0,291,1119,44,39,250170,15132,683,0,1,0,102,254828,Betula-pendula
54,3765,13297,4692,2883,0,2350,1083,238,437,7,880,4219,903,41679,1230,215,248,326334,54,0,3,0,0,31,330553,Betula-pendula
16894,1598,39141,41779,891,86,17421,7386,98,980,1,3351,5706,0,861,1621,100,117,322723,17059,1029,2,0,0,203,328429,Betula-pendula
6617,28519,51321,19042,1873,0,3187,1322,364,212,0,1793,4915,6171,46062,17402,1487,9,296971,8844,4,54,0,0,283,301886,Betula-pendula
13933,1955,25279,30496,1260,41,13039,6912,125,790,1,2695,5284,0,514,1038,126,66,279498,14013,481,7,0,0,140,284782,Betula-pendula
10916,2444,24210,34790,1721,29,13113,4686,123,576,0,2417,4811,0,481,3859,141,43,283466,11100,219,0,0,0,109,288277,Betula-pendula
138,25494,41059,3274,6064,1,2943,603,539,24,0,1692,4971,28817,67626,186,902,0,265856,199,0,198,0,0,4,270827,Betula-pendula
13068,1078,29959,40092,577,8,15121,7584,81,973,2,3102,5539,0,572,2527,305,17,344250,13203,943,3,0,0,206,349789,Betula-pendula
2507,36643,41645,4062,1011,3,2463,857,331,39,0,1734,5190,19567,43431,288,744,8,315229,2577,6,172,0,0,0,320419,Betula-pendula
17931,29711,17267,8067,121,2,550,978,71,58,1,265,4388,6692,1565,1234,49,93,288559,28695,115,0,2,3,0,292947,Betula-pendula
20372,2190,31653,43890,952,68,12006,5742,61,665,1,2165,5185,0,461,3851,99,36,296882,20548,600,4,0,0,138,302067,Betula-pendula
20695,2559,25490,38957,1008,50,9417,5481,83,516,0,1885,4999,1,211,2418,87,28,272567,20971,524,0,0,0,158,277566,Betula-pendula
1448,28959,23393,1093,704,41,1101,1273,548,11,6,1144,5826,31193,6821,8,2,0,295429,1613,70,21,11,44,0,301255,Broussonetia-papyrifera
16615,27870,4127,1065,585,0,705,1463,494,12,3,805,5812,64148,394,5,0,24,318721,20378,412,0,16,48,0,324533,Broussonetia-papyrifera
18273,18029,1887,571,247,1,437,635,208,29,8,540,4747,26681,1031,0,0,0,338347,62567,20,0,1,0,0,343094,Broussonetia-papyrifera
1987,12061,9281,575,299,0,483,634,220,2,2,426,4406,56700,2667,0,0,0,213939,7688,8,8,7,2,0,218345,Broussonetia-papyrifera
19272,21884,2332,618,207,0,381,625,184,8,4,541,4732,41915,994,5,0,0,340443,41085,28,0,1,0,0,345175,Broussonetia-papyrifera
584,12220,11203,502,389,0,577,639,310,2,0,528,4292,73110,5937,0,0,0,198537,698,4,8,9,16,0,202829,Broussonetia-papyrifera
494,12781,39000,431,450,0,1016,553,379,10,1,942,4947,5249,21203,8,1,0,280675,544,53,240,3,18,0,285622,Broussonetia-papyrifera
1263,14812,14142,824,247,82,848,747,150,38,6,482,4392,82518,9643,5,52,0,243509,1403,135,109,11,6,0,247901,Broussonetia-papyrifera
28814,36633,12655,1473,371,0,834,1290,291,10,3,788,6039,19009,3804,0,0,1,333787,43470,104,1,15,60,0,339826,Broussonetia-papyrifera
9197,9200,857,353,211,0,281,434,158,9,0,389,4188,8480,420,0,0,0,386839,44165,0,1,0,1,0,391027,Broussonetia-papyrifera
338,22083,18471,649,351,118,906,966,284,23,2,497,4310,71027,9433,2,7,5,235753,341,70,388,3,34,0,240063,Broussonetia-papyrifera
9512,24085,12790,624,190,44,500,526,157,13,1,378,4080,53915,7301,3,0,0,201748,14198,34,21,2,11,0,205828,Broussonetia-papyrifera
6325,3000,943,838,124,10,264,895,113,7,0,149,3621,152,176,58,52,108,166857,68933,31,0,5,26,0,170478,Buddleja-davidii
1745,280,271,670,102,1,134,720,105,4,0,98,3562,0,29,1,0,15,133069,68853,17,6,3,24,0,136631,Buddleja-davidii
7548,4495,1024,1043,181,0,220,1154,129,6,0,182,3634,506,137,41,13,66,241143,54364,38,37,19,137,0,244777,Buddleja-davidii
5781,2255,650,1502,112,0,641,1708,72,15,0,166,3538,39,12,417,400,629,204534,44182,3,0,99,253,0,208072,Buddleja-davidii
7155,3488,1053,879,141,0,280,956,115,13,0,167,3534,107,22,9,28,73,211083,46807,0,0,3,28,2,214617,Buddleja-davidii
12843,11418,1356,559,97,0,197,549,70,1,1,137,3499,4198,173,0,1,0,192116,29547,22,23,6,3,0,195615,Buddleja-davidii
14607,12868,1088,746,140,0,194,779,88,12,0,154,3557,10553,159,5,2,7,123240,48576,55,0,16,72,0,126797,Buddleja-davidii
9913,6171,616,754,168,0,273,923,145,13,0,230,3701,1528,17,14,70,19,132975,70716,17,5,2,21,0,136676,Buddleja-davidii
4197,2155,1018,988,191,4,376,778,95,20,1,204,3786,297,116,85,110,22,171590,83567,124,0,3,19,0,175376,Buddleja-davidii
8924,4714,728,664,141,4,285,742,102,4,1,153,3552,177,34,33,137,70,252355,44850,0,12,4,7,2,255907,Buddleja-davidii
5619,4251,776,740,181,0,229,788,124,12,1,205,3587,1176,14,38,34,28,137742,65190,23,0,4,39,3,141329,Buddleja-davidii
2589,1121,444,650,133,0,220,651,94,5,0,122,3534,28,16,2,17,4,135407,61477,16,3,2,28,0,138941,Buddleja-davidii
2091,788,476,746,100,8,238,733,103,4,0,152,3572,47,33,4,14,9,142643,65313,26,94,8,37,0,146215,Buddleja-davidii
2512,852,463,881,145,0,178,805,123,0,0,84,3606,1,76,3,28,2,170666,73892,3,15,3,75,0,174272,Buddleja-davidii
1792,378,278,637,109,2,179,691,100,5,0,128,3537,0,16,5,85,9,128023,63322,24,2,1,33,0,131560,Buddleja-davidii
4593,9233,4702,957,292,0,383,1101,403,0,0,377,3787,13352,2806,334,11,797,350598,33454,0,30,0,139,0,354385,Buxus-sempervirens
5323,9561,6293,1038,264,47,269,778,112,4,0,196,3657,9074,16467,25,2,35,307444,26188,19,6,2,30,0,311101,Buxus-sempervirens
3658,2335,2617,974,164,43,281,1080,195,21,0,322,3683,256,1694,1687,11,2119,368011,36411,422,16,31,311,1,371694,Buxus-sempervirens
4369,9063,5590,1110,270,0,224,1150,222,0,0,231,3674,12019,7165,503,0,1075,353190,25497,18,0,8,286,0,356864,Buxus-sempervirens
2182,6566,6864,1142,330,0,268,1161,279,4,0,281,3707,16271,18881,1236,2,1663,334919,10089,8,0,1,297,0,338626,Buxus-sempervirens
3635,9672,6965,1090,550,0,314,1154,705,0,0,496,3683,13206,10916,1414,2,2039,306695,21242,41,0,0,155,0,310378,Buxus-sempervirens
3639,8315,5785,764,288,5,217,768,206,0,0,158,3617,17214,10085,6,5,32,297281,19089,2,15,0,20,0,300898,Buxus-sempervirens
3091,8330,7299,1021,542,4,353,1077,421,1,0,261,3716,15542,15052,1270,6,1777,356728,14353,22,2,0,202,0,360444,Buxus-sempervirens
4933,5971,3042,786,173,79,338,861,118,21,0,229,3618,15491,6273,42,0,76,356373,22783,212,4,3,85,0,359991,Buxus-sempervirens
3664,4618,3125,1026,242,57,318,1153,293,20,0,257,3672,5393,2344,386,12,703,324838,46889,149,0,0,170,0,328510,Buxus-sempervirens
5527,7003,3246,712,216,90,344,798,156,15,0,212,3641,15358,5164,23,5,53,340219,25535,289,16,1,9,2,343860,Buxus-sempervirens
3830,6187,3285,892,466,4,509,1021,665,12,0,459,3725,19782,3345,1504,33,2262,392083,27929,39,0,0,180,0,395808,Buxus-sempervirens
4816,10514,6393,1142,812,3,630,1359,991,8,0,1015,4164,18220,8861,3194,303,6879,430232,31574,7,0,0,171,0,434396,Buxus-sempervirens
3601,6644,3612,1245,585,0,466,1181,696,2,0,678,3774,11480,2931,1492,28,3173,380919,31587,8,0,0,147,0,384693,Buxus-sempervirens
3301,7963,6299,1036,364,21,208,972,165,2,0,169,3646,16311,10440,30,0,67,284636,23344,20,2,3,30,0,288282,Buxus-sempervirens
3093,3929,3592,757,203,217,551,806,112,70,0,385,3607,3663,6567,22,78,46,380956,30968,487,36,1,50,45,384563,Buxus-sempervirens
4720,9725,6731,1126,360,0,205,1055,449,0,0,317,3660,7923,8108,715,0,931,316641,26388,17,0,0,157,0,320301,Buxus-sempervirens
4965,10699,7497,1043,268,5,356,866,225,4,0,225,3725,16185,14246,17,19,144,306540,29792,12,35,0,12,0,310265,Buxus-sempervirens
3911,9414,7558,1142,444,1,291,1171,449,2,0,367,3708,13742,13156,1087,0,1545,308246,21898,15,0,0,187,0,311954,Buxus-sempervirens
3632,5784,3502,1001,308,109,331,1064,346,16,0,247,3667,9166,3258,607,10,828,346177,39779,75,14,0,182,4,349844,Buxus-sempervirens
5743,7618,2695,1175,199,2,262,1226,391,11,0,363,3791,7178,1118,564,7,1330,354375,48050,458,6,0,103,0,358166,Buxus-sempervirens
5387,3910,4584,1274,45,89,167,846,35,55,1,127,3572,1232,3257,92,0,167,357880,32495,1924,0,5,33,0,361452,Buxus-sempervirens
4085,4615,2538,1046,284,70,238,1099,423,19,0,300,3737,4525,1507,1490,2,2003,354986,52274,115,0,0,269,13,358723,Buxus-sempervirens
2711,564,1033,1308,128,7,197,1325,263,21,0,412,3782,25,201,1610,4,2638,331028,68450,753,0,1,512,0,334810,Buxus-sempervirens
4015,5488,2450,1063,194,122,310,1173,350,77,0,581,3986,16006,1223,715,8,1102,337486,43232,388,0,1,207,2,341472,Buxus-sempervirens
4240,6222,2930,933,302,13,289,1054,299,10,0,268,3826,13201,2536,161,2,333,369089,42185,0,2,0,152,0,372915,Buxus-sempervirens
3173,8249,5645,1123,274,0,168,1113,214,0,0,178,3641,19319,9129,288,0,478,327059,17102,32,0,3,138,0,330700,Buxus-sempervirens
4044,5684,4192,901,176,57,324,1009,234,22,0,306,3661,6861,5384,186,4,336,373233,30374,296,0,0,110,0,376894,Buxus-sempervirens
2651,5551,8391,776,268,84,632,711,182,6,0,316,3653,8356,25337,11,57,43,321706,12188,2,786,0,10,0,325359,Buxus-sempervirens
7171,7816,5015,1181,223,43,288,1099,271,16,0,271,3611,4440,3497,1625,12,1966,332471,30659,384,0,7,410,0,336082,Buxus-sempervirens
5577,5485,2500,1078,206,22,269,1103,160,14,0,223,3684,2646,1315,174,0,221,329686,54073,126,0,4,76,0,333370,Buxus-sempervirens
3003,5123,3624,1063,157,125,324,1128,121,6,0,204,3634,8372,3012,206,22,338,331154,34166,194,48,17,199,4,334788,Buxus-sempervirens
3053,6590,4988,1091,418,0,286,1175,563,1,0,494,3785,9213,7902,725,7,1189,331988,28928,32,0,0,150,0,335773,Buxus-sempervirens
5015,10753,8156,994,230,12,228,834,118,3,1,160,3682,7027,10191,13,1,5,321298,25771,40,0,3,35,0,324980,Buxus-sempervirens
3444,5965,3623,441,185,191,685,587,156,22,0,533,3664,15297,5590,5,69,14,380437,17578,265,169,0,3,10,384101,Buxus-sempervirens
3967,9178,6493,994,330,0,387,1159,540,3,0,659,3896,9127,9415,1077,0,2312,397689,32089,48,0,0,181,0,401585,Buxus-sempervirens
22353,12916,62023,36196,791,1,2942,1971,61,127,0,615,5231,112,21923,5059,16,86,240124,25014,278,0,0,0,0,245355,Carpinus-betulus
4255,10420,71361,37094,9046,0,7195,1639,120,126,0,963,5035,171,39730,3699,248,72,233142,4271,57,2,2,0,0,238177,Carpinus-betulus
19420,7375,70781,49679,2168,1,7413,2812,139,212,0,1152,5511,6,14421,5654,118,164,294897,20339,461,3,0,0,0,300408,Carpinus-betulus
9,0,2751,1037,0,8287,29927,1269,20,1154,7,2403,4474,0,1216,230,51142,626,260837,9,245,845,11,10,32453,265311,Carpinus-betulus
